scenario_id,country,year,quarter,OILE85_y,OILE85_q,STN_y,STN_q,LTN_y,LTN_q,ITS_y,ITS_q,PCS_y,PCS_q,GDP_y,GDP_q,HP_y,HP_q,ESX_y,ESX_q,CBR_y,CBR_q
1,IE,3,12,0,0,0,0,0,0,0,0,0,0,-54.23856338,-54.23856338,-10,-10,0,0,0,0
1,IT,1,1,0,0,0,0,0,0,0,0,0,0,-0.825244753,-0.825244753,-8.75,-5,0,0,0,0
1,IT,1,2,0,0,0,0,0,0,0,0,0,0,-0.825244753,-0.825244753,-8.75,-10,0,0,0,0
1,IT,1,3,0,0,0,0,0,0,0,0,0,0,-0.825244753,-0.825244753,-8.75,-10,0,0,0,0
1,IT,1,4,0,0,0,0,0,0,0,0,0,0,-0.825244753,-0.825244753,-8.75,-10,0,0,0,0
1,IT,2,5,0,0,0,0,0,0,0,0,0,0,-2.760782488,-2.760782488,-10,-10,0,0,0,0
1,IT,2,6,0,0,0,0,0,0,0,0,0,0,-2.760782488,-2.760782488,-10,-10,0,0,0,0
1,IT,2,7,0,0,0,0,0,0,0,0,0,0,-2.760782488,-2.760782488,-10,-10,0,0,0,0
1,IT,2,8,0,0,0,0,0,0,0,0,0,0,-2.760782488,-2.760782488,-10,-10,0,0,0,0
1,IT,3,9,0,0,0,0,0,0,0,0,0,0,-5.601979753,-5.601979753,-10,-10,0,0,0,0
1,IT,3,10,0,0,0,0,0,0,0,0,0,0,-5.601979753,-5.601979753,-10,-10,0,0,0,0
1,IT,3,11,0,0,0,0,0,0,0,0,0,0,-5.601979753,-5.601979753,-10,-10,0,0,0,0
1,IT,3,12,0,0,0,0,0,0,0,0,0,0,-5.601979753,-5.601979753,-10,-10,0,0,0,0
1,LT,1,1,0,0,0,0,0,0,0,0,0,0,-3.000283485,-3.000283485,-8.75,-5,0,0,0,0
1,LT,1,2,0,0,0,0,0,0,0,0,0,0,-3.000283485,-3.000283485,-8.75,-10,0,0,0,0
1,LT,1,3,0,0,0,0,0,0,0,0,0,0,-3.000283485,-3.000283485,-8.75,-10,0,0,0,0
1,LT,1,4,0,0,0,0,0,0,0,0,0,0,-3.000283485,-3.000283485,-8.75,-10,0,0,0,0
1,LT,2,5,0,0,0,0,0,0,0,0,0,0,-8.910833444,-8.910833444,-10,-10,0,0,0,0
1,LT,2,6,0,0,0,0,0,0,0,0,0,0,-8.910833444,-8.910833444,-10,-10,0,0,0,0
1,LT,2,7,0,0,0,0,0,0,0,0,0,0,-8.910833444,-8.910833444,-10,-10,0,0,0,0
1,LT,2,8,0,0,0,0,0,0,0,0,0,0,-8.910833444,-8.910833444,-10,-10,0,0,0,0
1,LT,3,9,0,0,0,0,0,0,0,0,0,0,-17.55572538,-17.55572538,-10,-10,0,0,0,0
1,LT,3,10,0,0,0,0,0,0,0,0,0,0,-17.55572538,-17.55572538,-10,-10,0,0,0,0
1,LT,3,11,0,0,0,0,0,0,0,0,0,0,-17.55572538,-17.55572538,-10,-10,0,0,0,0
1,LT,3,12,0,0,0,0,0,0,0,0,0,0,-17.55572538,-17.55572538,-10,-10,0,0,0,0
1,LU,1,1,0,0,0,0,0,0,0,0,0,0,-3.424646911,-3.424646911,-8.75,-5,0,0,0,0
1,LU,1,2,0,0,0,0,0,0,0,0,0,0,-3.424646911,-3.424646911,-8.75,-10,0,0,0,0
1,LU,1,3,0,0,0,0,0,0,0,0,0,0,-3.424646911,-3.424646911,-8.75,-10,0,0,0,0
1,LU,1,4,0,0,0,0,0,0,0,0,0,0,-3.424646911,-3.424646911,-8.75,-10,0,0,0,0
1,LU,2,5,0,0,0,0,0,0,0,0,0,0,-10.61162447,-10.61162447,-10,-10,0,0,0,0
1,LU,2,6,0,0,0,0,0,0,0,0,0,0,-10.61162447,-10.61162447,-10,-10,0,0,0,0
1,LU,2,7,0,0,0,0,0,0,0,0,0,0,-10.61162447,-10.61162447,-10,-10,0,0,0,0
1,LU,2,8,0,0,0,0,0,0,0,0,0,0,-10.61162447,-10.61162447,-10,-10,0,0,0,0
1,LU,3,9,0,0,0,0,0,0,0,0,0,0,-21.41436181,-21.41436181,-10,-10,0,0,0,0
1,LU,3,10,0,0,0,0,0,0,0,0,0,0,-21.41436181,-21.41436181,-10,-10,0,0,0,0
1,LU,3,11,0,0,0,0,0,0,0,0,0,0,-21.41436181,-21.41436181,-10,-10,0,0,0,0
1,LU,3,12,0,0,0,0,0,0,0,0,0,0,-21.41436181,-21.41436181,-10,-10,0,0,0,0
1,LV,1,1,0,0,0,0,0,0,0,0,0,0,-3.544912904,-3.544912904,-8.75,-5,0,0,0,0
1,LV,1,2,0,0,0,0,0,0,0,0,0,0,-3.544912904,-3.544912904,-8.75,-10,0,0,0,0
1,LV,1,3,0,0,0,0,0,0,0,0,0,0,-3.544912904,-3.544912904,-8.75,-10,0,0,0,0
1,LV,1,4,0,0,0,0,0,0,0,0,0,0,-3.544912904,-3.544912904,-8.75,-10,0,0,0,0
1,LV,2,5,0,0,0,0,0,0,0,0,0,0,-11.32200915,-11.32200915,-10,-10,0,0,0,0
1,LV,2,6,0,0,0,0,0,0,0,0,0,0,-11.32200915,-11.32200915,-10,-10,0,0,0,0
1,LV,2,7,0,0,0,0,0,0,0,0,0,0,-11.32200915,-11.32200915,-10,-10,0,0,0,0
1,LV,2,8,0,0,0,0,0,0,0,0,0,0,-11.32200915,-11.32200915,-10,-10,0,0,0,0
1,LV,3,9,0,0,0,0,0,0,0,0,0,0,-23.40167084,-23.40167084,-10,-10,0,0,0,0
1,LV,3,10,0,0,0,0,0,0,0,0,0,0,-23.40167084,-23.40167084,-10,-10,0,0,0,0
1,LV,3,11,0,0,0,0,0,0,0,0,0,0,-23.40167084,-23.40167084,-10,-10,0,0,0,0
1,LV,3,12,0,0,0,0,0,0,0,0,0,0,-23.40167084,-23.40167084,-10,-10,0,0,0,0
1,MT,1,1,0,0,0,0,0,0,0,0,0,0,0.335422809,0.335422809,-8.75,-5,0,0,0,0
1,MT,1,2,0,0,0,0,0,0,0,0,0,0,0.335422809,0.335422809,-8.75,-10,0,0,0,0
